,user_id,full_text,view_count,user_details,views_details,quote_count,reply_count,retweet_count,created_at,full_name,screen_name,profile_picture,followers_count,source,cursor
0,1326821816330055681,"@SafaricomPLC I pray that you keep on applying those flex tactics because you believe Kenyans are not aware. You will be shocked at your earnings next year!! 
You will be shocked as well that your investors only care about earnings and we will remind you what you did!",,"{'can_dm': False, 'can_media_tag': False, 'created_at': 'Thu Nov 12 09:39:19 +0000 2020', 'default_profile': True, 'default_profile_image': False, 'description': ""African Oriented // Serial Retweeter // Building for Africa 🕵🏾\u200d♂️ // My grandmother's son 🇰🇪💯"", 'entities': {'description': {'urls': []}}, 'fast_followers_count': 0, 'favourites_count': 55300, 'followers_count': 276, 'friends_count': 842, 'has_custom_timelines': True, 'is_translator': False, 'listed_count': 0, 'location': '', 'media_count': 69, 'name': 'Kelvin', 'normal_followers_count': 276, 'pinned_tweet_ids_str': ['1523710345696935937'], 'possibly_sensitive': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1326821816330055681/1730370065', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1852244404615987200/4wFuWMkD_normal.jpg', 'profile_interstitial_type': '', 'screen_name': 'IntelKelvin', 'statuses_count': 49048, 'translator_type': 'none', 'verified': False, 'want_retweets': False, 'withheld_in_countries': []}","{'count': '3', 'state': 'EnabledWithCount'}",0,0,0,Tue Nov 12 20:32:20 +0000 2024,Kelvin,IntelKelvin,https://pbs.twimg.com/profile_images/1852244404615987200/4wFuWMkD_normal.jpg,276,twitter,DAADDAABCgABGcNhr6cWEUQKAAIZw0_14VqwMAAIAAIAAAACCAADAAAAAAgABAAAAAAKAAUZw2IvYUAnEAoABhnDYi9hP9jwAAA
1,1690356171448692736,"@SafaricomPLC @Safaricom_Care Can you kindly confirm to me when exactly I subscribed to the service below? Have you now resorted to using fraud to make maximum profit from your customers? 

""Dear Subscriber, you have successfully subscribed to 27116_ONMO_DAILY_20KSH_SCIENLAB. To unsubscribe dial *456*20#"" https://t.co/cAsR9C2iCL",,"{'can_dm': False, 'can_media_tag': True, 'created_at': 'Sat Aug 12 13:35:40 +0000 2023', 'default_profile': True, 'default_profile_image': False, 'description': 'Angry with Kenya Power services in Kenya. Electricity is NOT a luxury. It is required for our day-to-day businesses.', 'entities': {'description': {'urls': []}}, 'fast_followers_count': 0, 'favourites_count': 4628, 'followers_count': 35, 'friends_count': 15, 'has_custom_timelines': False, 'is_translator': False, 'listed_count': 0, 'location': 'Kenya', 'media_count': 22, 'name': 'Magnolia & Lavender', 'normal_followers_count': 35, 'pinned_tweet_ids_str': [], 'possibly_sensitive': False, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1840685482058960896/YKoZt-pq_normal.jpg', 'profile_interstitial_type': '', 'screen_name': 'MaghrebMajuu', 'statuses_count': 935, 'translator_type': 'none', 'verified': False, 'want_retweets': False, 'withheld_in_countries': []}","{'count': '9', 'state': 'EnabledWithCount'}",0,0,0,Tue Nov 12 20:13:38 +0000 2024,Magnolia & Lavender,MaghrebMajuu,https://pbs.twimg.com/profile_images/1840685482058960896/YKoZt-pq_normal.jpg,35,twitter,DAADDAABCgABGcNhr6cWEUQKAAIZw0_14VqwMAAIAAIAAAACCAADAAAAAAgABAAAAAAKAAUZw2IvYUAnEAoABhnDYi9hP9jwAAA
2,212127385,"You’ve seen the headline numbers by now. 

Break-even target for @SafaricomPLC operations in #Ethiopia moved back to FY 27. After July’s devolution of the #Birr, operations in Ethiopia posted a net loss of $ 290.5 million, and that cut net earnings at group level by 63% to $ 77.5… https://t.co/KQgoNzMXYy",,"{'can_dm': True, 'can_media_tag': False, 'created_at': 'Fri Nov 05 06:15:43 +0000 2010', 'default_profile': False, 'default_profile_image': False, 'description': 'With bylines at @BloombergAfrica. | Business Journalist @cgtnafrica. | Moderator | Car Nut | Views here = mine.', 'entities': {'description': {'urls': []}, 'url': {'urls': [{'display_url': 'youtu.be/3DK9ki3CbeM', 'expanded_url': 'https://youtu.be/3DK9ki3CbeM', 'indices': [0, 23], 'url': 'https://t.co/dmY6Ub1uwD'}]}}, 'fast_followers_count': 0, 'favourites_count': 7561, 'followers_count': 230296, 'friends_count': 722, 'has_custom_timelines': True, 'is_translator': False, 'listed_count': 307, 'location': 'Nairobi, Kenya', 'media_count': 5881, 'name': 'Ramah Nyang', 'normal_followers_count': 230296, 'pinned_tweet_ids_str': ['1856428719675777368'], 'possibly_sensitive': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/212127385/1703105595', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1801266200451698688/jyW47Gm8_normal.jpg', 'profile_interstitial_type': '', 'screen_name': 'Ramah_Nyang', 'statuses_count': 112740, 'translator_type': 'none', 'url': 'https://t.co/dmY6Ub1uwD', 'verified': False, 'want_retweets': False, 'withheld_in_countries': []}","{'count': '953', 'state': 'EnabledWithCount'}",0,0,5,Tue Nov 12 20:07:52 +0000 2024,Ramah Nyang,Ramah_Nyang,https://pbs.twimg.com/profile_images/1801266200451698688/jyW47Gm8_normal.jpg,230296,twitter,DAADDAABCgABGcNhr6cWEUQKAAIZw0_14VqwMAAIAAIAAAACCAADAAAAAAgABAAAAAAKAAUZw2IvYUAnEAoABhnDYi9hP9jwAAA
3,1395268174631915520,@SafaricomPLC Done,,"{'can_dm': False, 'can_media_tag': True, 'created_at': 'Thu May 20 06:40:45 +0000 2021', 'default_profile': True, 'default_profile_image': False, 'description': 'Same people, different thoughts ✌🏼✌🏼', 'entities': {'description': {'urls': []}}, 'fast_followers_count': 0, 'favourites_count': 7488, 'followers_count': 261, 'friends_count': 350, 'has_custom_timelines': False, 'is_translator': False, 'listed_count': 0, 'location': 'Nairobi, Kenya', 'media_count': 16, 'name': 'Social_inluencer._KE', 'normal_followers_count': 261, 'pinned_tweet_ids_str': [], 'possibly_sensitive': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1395268174631915520/1684767308', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1757395119903219712/lvLzHEH9_normal.jpg', 'profile_interstitial_type': '', 'screen_name': 'KJ_Cliff_', 'statuses_count': 494, 'translator_type': 'none', 'verified': False, 'want_retweets': False, 'withheld_in_countries': []}",{'state': 'Enabled'},0,0,0,Tue Nov 12 20:06:39 +0000 2024,Social_inluencer._KE,KJ_Cliff_,https://pbs.twimg.com/profile_images/1757395119903219712/lvLzHEH9_normal.jpg,261,twitter,DAADDAABCgABGcNhr6cWEUQKAAIZw0_14VqwMAAIAAIAAAACCAADAAAAAAgABAAAAAAKAAUZw2IvYUAnEAoABhnDYi9hP9jwAAA
4,1641873395108175883,@moneyacademyKE @SafaricomPLC  can you explain this because it's very weird 🤔,,"{'can_dm': False, 'can_media_tag': True, 'created_at': 'Fri Mar 31 18:42:23 +0000 2023', 'default_profile': True, 'default_profile_image': False, 'description': '', 'entities': {'description': {'urls': []}}, 'fast_followers_count': 0, 'favourites_count': 2768, 'followers_count': 10, 'friends_count': 10, 'has_custom_timelines': False, 'is_translator': False, 'listed_count': 0, 'location': '', 'media_count': 94, 'name': 'samuel kimaru', 'normal_followers_count': 10, 'pinned_tweet_ids_str': [], 'possibly_sensitive': False, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1641873591896530955/Vdzg2keF_normal.jpg', 'profile_interstitial_type': '', 'screen_name': 'samsquad70', 'statuses_count': 419, 'translator_type': 'none', 'verified': False, 'want_retweets': False, 'withheld_in_countries': []}","{'count': '3', 'state': 'EnabledWithCount'}",0,0,0,Tue Nov 12 20:06:25 +0000 2024,samuel kimaru,samsquad70,https://pbs.twimg.com/profile_images/1641873591896530955/Vdzg2keF_normal.jpg,10,twitter,DAADDAABCgABGcNhr6cWEUQKAAIZw0_14VqwMAAIAAIAAAACCAADAAAAAAgABAAAAAAKAAUZw2IvYUAnEAoABhnDYi9hP9jwAAA
5,1568289170744901633,Lest We Forget @Safaricom_Care @SafaricomPLC,,"{'can_dm': False, 'can_media_tag': True, 'created_at': 'Fri Sep 09 17:24:27 +0000 2022', 'default_profile': True, 'default_profile_image': False, 'description': 'Driven by  𝑭𝒐𝒓𝒕𝒊𝒕𝒖𝒅𝒆 | 𝑭𝒊𝒅𝒆𝒍𝒊𝒕𝒚 | 𝑱𝒖𝒔𝒕𝒊𝒄𝒆 | 𝑰𝒏𝒕𝒆𝒈𝒓𝒊𝒕𝒚 | 𝑹𝒆𝒔𝒑𝒆𝒄𝒕 | 𝑬𝒒𝒖𝒊𝒕𝒚 & 𝑬𝒒𝒖𝒂𝒍𝒊𝒕𝒚', 'entities': {'description': {'urls': []}}, 'fast_followers_count': 0, 'favourites_count': 11635, 'followers_count': 218, 'friends_count': 923, 'has_custom_timelines': False, 'is_translator': False, 'listed_count': 0, 'location': '', 'media_count': 189, 'name': 'ℚ𝕪𝕞𝕒𝕙 𝕂𝕚𝕞𝕒𝕟𝕚', 'normal_followers_count': 218, 'pinned_tweet_ids_str': ['1848098516402602030'], 'possibly_sensitive': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1568289170744901633/1662745739', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1841076492739960834/gTxjytE1_normal.jpg', 'profile_interstitial_type': '', 'screen_name': 'ChangeAgentQK', 'statuses_count': 15214, 'translator_type': 'none', 'verified': False, 'want_retweets': False, 'withheld_in_countries': []}","{'count': '9', 'state': 'EnabledWithCount'}",0,0,0,Tue Nov 12 20:00:33 +0000 2024,ℚ𝕪𝕞𝕒𝕙 𝕂𝕚𝕞𝕒𝕟𝕚,ChangeAgentQK,https://pbs.twimg.com/profile_images/1841076492739960834/gTxjytE1_normal.jpg,218,twitter,DAADDAABCgABGcNhr6cWEUQKAAIZw0_14VqwMAAIAAIAAAACCAADAAAAAAgABAAAAAAKAAUZw2IvYUAnEAoABhnDYi9hP9jwAAA
6,117685967,@KJ_Cliff_ Hi Cliff  our apologies .Kindly DM https://t.co/6UobYSJtix your account number for us to follow up .^SK,,"{'can_dm': True, 'can_media_tag': True, 'created_at': 'Fri Feb 26 08:28:15 +0000 2010', 'default_profile': False, 'default_profile_image': False, 'description': ""The leading provider of converged communication solutions in Kenya. We're online 24/7! Ask on @Safaricom_Care or #ChatWithZuri https://t.co/n3Dpic3RHP"", 'entities': {'description': {'urls': [{'display_url': 'wa.me/254722000100', 'expanded_url': 'https://wa.me/254722000100', 'indices': [127, 150], 'url': 'https://t.co/n3Dpic3RHP'}]}, 'url': {'urls': [{'display_url': 'safaricom.co.ke', 'expanded_url': 'http://www.safaricom.co.ke', 'indices': [0, 23], 'url': 'https://t.co/TGTa1s5IK2'}]}}, 'fast_followers_count': 0, 'favourites_count': 1728, 'followers_count': 2074401, 'friends_count': 95452, 'has_custom_timelines': True, 'is_translator': False, 'listed_count': 616, 'location': 'Kenya', 'media_count': 34340, 'name': 'Safaricom PLC', 'normal_followers_count': 2074401, 'pinned_tweet_ids_str': ['1856250360047841499'], 'possibly_sensitive': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/117685967/1729660208', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1320977118969368577/afmPtoso_normal.jpg', 'profile_interstitial_type': '', 'screen_name': 'SafaricomPLC', 'statuses_count': 907076, 'translator_type': 'none', 'url': 'https://t.co/TGTa1s5IK2', 'verified': False, 'verified_type': 'Business', 'want_retweets': False, 'withheld_in_countries': []}","{'count': '8', 'state': 'EnabledWithCount'}",0,1,0,Tue Nov 12 20:00:30 +0000 2024,Safaricom PLC,SafaricomPLC,https://pbs.twimg.com/profile_images/1320977118969368577/afmPtoso_normal.jpg,2074401,twitter,DAADDAABCgABGcNhr6cWEUQKAAIZw0_14VqwMAAIAAIAAAACCAADAAAAAAgABAAAAAAKAAUZw2IvYUAnEAoABhnDYi9hP9jwAAA
7,918592585354108928,@SafaricomPLC comes up with this strategy of grassroot marketing using their current campaigns considering this is the festive season and it's their highest capital generating times. Guess why now? STARLINK,,"{'can_dm': False, 'can_media_tag': True, 'created_at': 'Thu Oct 12 21:41:53 +0000 2017', 'default_profile': True, 'default_profile_image': False, 'description': 'African', 'entities': {'description': {'urls': []}}, 'fast_followers_count': 0, 'favourites_count': 99, 'followers_count': 18, 'friends_count': 113, 'has_custom_timelines': False, 'is_translator': False, 'listed_count': 0, 'location': 'Nairobi, Kenya', 'media_count': 4, 'name': 'Duncan', 'normal_followers_count': 18, 'pinned_tweet_ids_str': [], 'possibly_sensitive': False, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1667232894891204648/B6nSMdP__normal.jpg', 'profile_interstitial_type': '', 'screen_name': 'nyamweyaduncan7', 'statuses_count': 359, 'translator_type': 'none', 'verified': False, 'want_retweets': False, 'withheld_in_countries': []}","{'count': '5', 'state': 'EnabledWithCount'}",0,0,0,Tue Nov 12 19:57:01 +0000 2024,Duncan,nyamweyaduncan7,https://pbs.twimg.com/profile_images/1667232894891204648/B6nSMdP__normal.jpg,18,twitter,DAADDAABCgABGcNhr6cWEUQKAAIZw0_14VqwMAAIAAIAAAACCAADAAAAAAgABAAAAAAKAAUZw2IvYUAnEAoABhnDYi9hP9jwAAA
8,915995242679201793,@SafaricomPLC why am I not dead yet? I've just taken a night walk and there's no single Subaru on Limuru Road.,,"{'can_dm': True, 'can_media_tag': True, 'created_at': 'Thu Oct 05 17:40:58 +0000 2017', 'default_profile': True, 'default_profile_image': False, 'description': '2nd Camera Assistant 🎬\n\nCinematographer 🎥\n\nScreenwriter 📑\n\nIn ❤️ with cinema and cameras. \n\nFormula 1 and Sir Lewis Hamilton number one fan 🏎️', 'entities': {'description': {'urls': []}}, 'fast_followers_count': 0, 'favourites_count': 105576, 'followers_count': 10417, 'friends_count': 4146, 'has_custom_timelines': True, 'is_translator': False, 'listed_count': 9, 'location': 'Nairobi, Kenya', 'media_count': 4012, 'name': 'Sensations KE', 'normal_followers_count': 10417, 'pinned_tweet_ids_str': ['1845009873060188206'], 'possibly_sensitive': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/915995242679201793/1650243200', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1762914710016479232/p6BhdtZm_normal.jpg', 'profile_interstitial_type': '', 'screen_name': 'SensationsKE', 'statuses_count': 86801, 'translator_type': 'none', 'verified': False, 'want_retweets': False, 'withheld_in_countries': []}","{'count': '22', 'state': 'EnabledWithCount'}",0,0,0,Tue Nov 12 19:53:00 +0000 2024,Sensations KE,SensationsKE,https://pbs.twimg.com/profile_images/1762914710016479232/p6BhdtZm_normal.jpg,10417,twitter,DAADDAABCgABGcNhr6cWEUQKAAIZw0_14VqwMAAIAAIAAAACCAADAAAAAAgABAAAAAAKAAUZw2IvYUAnEAoABhnDYi9hP9jwAAA
9,896085098361180162,"@MissGordons1 @SafaricomPLC @Safaricom_Care Thank you so much @SafaricomPLC @Safaricom_Care it was my birthday, you gave me 1GB of data. It was faster and efficient.",,"{'can_dm': False, 'can_media_tag': True, 'created_at': 'Fri Aug 11 19:05:10 +0000 2017', 'default_profile': True, 'default_profile_image': False, 'description': 'wheeler dealer  and everything in between', 'entities': {'description': {'urls': []}}, 'fast_followers_count': 0, 'favourites_count': 13222, 'followers_count': 2534, 'friends_count': 4522, 'has_custom_timelines': False, 'is_translator': False, 'listed_count': 3, 'location': 'Nairobi, Kenya', 'media_count': 196, 'name': 'Adui', 'normal_followers_count': 2534, 'pinned_tweet_ids_str': [], 'possibly_sensitive': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/896085098361180162/1727686862', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1855982205350146049/NetSrGtB_normal.jpg', 'profile_interstitial_type': '', 'screen_name': '_Adui_', 'statuses_count': 3242, 'translator_type': 'none', 'verified': False, 'want_retweets': False, 'withheld_in_countries': []}","{'count': '10', 'state': 'EnabledWithCount'}",0,1,0,Tue Nov 12 19:50:02 +0000 2024,Adui,_Adui_,https://pbs.twimg.com/profile_images/1855982205350146049/NetSrGtB_normal.jpg,2534,twitter,DAADDAABCgABGcNhr6cWEUQKAAIZw0_14VqwMAAIAAIAAAACCAADAAAAAAgABAAAAAAKAAUZw2IvYUAnEAoABhnDYi9hP9jwAAA
